Form Number,Form Title,Page URL,Fileable Online,Short Description,Long Description,File Name,File URL,Extra Files
I-360,"Petition for Amerasian, Widow(er), or Special Immigrant",https://www.uscis.gov/i-360,False,,"Use this form to classify an alien as: Other classifications not listed above may also be eligible to use Form I-360, Petition for Amerasian, Widow(er), or Special Immigrant. Please read the form instructions for more information.",m-737.pdf,https://www.uscis.gov/sites/default/files/document/forms/m-737.pdf,"{'i-360instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-360instr.pdf', 'i-360.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-360.pdf'}"
I-361,Affidavit of Financial Support and Intent to Petition for Legal Custody for Public Law 97-359 Amerasian,https://www.uscis.gov/i-361,False,,"To be filed in support of Form I-360, Petition to Classify Public Law 97-359 Amerasian as the Child, Son, or Daughter of a United States Citizen. The form is filed as your agreement to provide financial support for a 5-year period for an Amerasian or to petition a court for legal custody of an Amerasian under 18 years of age.",i-361.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-361.pdf,{'i-361instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-361instr.pdf'}
I-363,Request to Enforce Affidavit of Financial Support and Intent to Petition for Legal Custody for Public Law 97-359 Amerasian,https://www.uscis.gov/i-363,False,,"If, after admission to the United States, the beneficiary of a petition for a Public Law 97-359 Amerasian requires enforcement of the guarantee of financial support and intent to petition for legal custody, which was executed by the beneficiary's sponsor, the beneficiary may file this form with USCIS.",i-363.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-363.pdf,{'i-363instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-363instr.pdf'}
I-407,Record of Abandonment of Lawful Permanent Resident Status,https://www.uscis.gov/i-407,False,,Use this form to let us know you are voluntarily abandoning your status as a lawful permanent resident (LPR) of the United States. We will update your records to show you are no longer an LPR.,i-407.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-407.pdf,{'i-407instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-407instr.pdf'}
I-485,Application to Register Permanent Residence or Adjust Status,https://www.uscis.gov/i-485,False,,"Alert: USCIS has prioritized employment-based adjustment of status applications during every step of its processing and adjudication during this fiscal year. We continue to make processing and resource allocation decisions to increase the pace of adjudications and limit the potential for employment-based visa numbers to go unused. If you are applying for a Green Card in an employment-based category and we issued you a Request for Evidence (RFE) for your Form I-693, Report of Medical Examination and Vaccination Record, you should respond as soon as possible so we can finalize a decision on your adjustment application. ALERT: If you are concurrently filing a Form I-140 and Form I-485, do not combine your supporting documents. Clearly separate each package using fasteners or heavy clips to hold together each set. We recommend assembling each form package in the following order: For additional information visit: Tips for Filing Forms by Mail ALERT: Effective April 4, 2024, any Form I-693 that was properly completed and signed by a civil surgeon on or after Nov. 1, 2023, does not expire, and can be used indefinitely as evidence to show that the applicant is not inadmissible on health-related grounds. For more information, see the Policy Alert. ALERT: Below are ways you can help prevent an unnecessary delay in the adjudication of your Form I-485: Below are ways you can help prevent an unnecessary delay in the adjudication of your Form I-485: Submitting all required initial evidence and supporting documentation at the same time you file Form I-485 may eliminate the need for us to issue a Request for Evidence (RFE) to obtain additional evidence and documentation, which may further delay adjudication of your case. If you are required to submit a Form I-693, we cannot approve your Form I-485 without your Form I-693. We generally consider a completed Form I-693 to remain valid for two years after the date the civil surgeon signed it. Use this form to apply for lawful permanent resident status if you are in the United States.",i-485.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-485.pdf,{'i-485instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-485instr.pdf'}
I-485 Supplement A,"Supplement A to Form I-485, Adjustment of Status Under Section 245(i)",https://www.uscis.gov/i-485supa,False,,Use this form to provide us with additional information if you are requesting to adjust status under section 245(i) of the Immigration and Nationality Act.,i-485supa.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-485supa.pdf,{'i-485supainstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-485supainstr.pdf'}
I-485 Supplement J,Confirmation of Bona Fide Job Offer or Request for Job Portability Under INA Section 204(j),https://www.uscis.gov/i-485supj,False,,Use Supplement J to:,i-485supj.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-485supj.pdf,{'i-485supjinstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-485supjinstr.pdf'}
I-508,"Request for Waiver of Certain Rights, Privileges, Exemptions and Immunities",https://www.uscis.gov/i-508,False,,"Use this form to waive certain diplomatic rights privileges, exemptions, and immunities associated with your occupational status (including any exemption from paying U.S. income taxes on the salaries paid to you by your foreign governments or organizations) if you are a non-U.S. citizen working for a foreign government mission or international organization and are employed in an occupational status that would entitle you to A, G or E nonimmigrant status, and are: This form complies with section 247(b) of the Immigration and Nationality Act, as amended (INA). Under section 247(a) of the INA, a Lawful Permanent Resident who is employed in an occupational status that would entitle him or her to A, G or E nonimmigrant status and does not execute Form I-508 shall be adjusted to A, G, or E nonimmigrant status. Similarly, applicants for adjustment of status who do not execute Form I-508 are ineligible to adjust status to permanent resident. ",i-508.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-508.pdf,{'i-508instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-508instr.pdf'}
I-526,Immigrant Petition by Standalone Investor,https://www.uscis.gov/i-526,False,,"ALERT: Beginning Sept. 1, 2022, we will no longer accept a single, combined fee payment when an applicant or petitioner files Form I-526, Immigrant Petition by Standalone Investor, or Form I-526E, Immigrant Petition by Regional Center Investor, together with Form I-485, Application to Register Permanent Residence or Adjust Status, Form 131, Application for Travel Document, or Form I-765, Application for Employment Authorization. Petitioners must send a separate fee payment for each form. If a petitioner or applicant submits a single, combined fee payment for Forms I-526 or I-526E and the other forms, we will reject the forms for improper fee payment and return the fee. ALERT: Starting July 12, 2022, we are accepting the new Form I-526, Immigrant Petition by a Standalone Investor. Starting July 12, 2022, we are accepting the new Form I-526, Immigrant Petition by a Standalone Investor. We will adjudicate all Forms I-526 filed before March 15, 2022 (the date of the enactment of the EB-5 Reform and Integrity Act of 2022), according to the applicable eligibility requirements at the time the petition was filed. We will continue to process Forms I-526 under the visa availability approach, prioritizing petitions for investors with an available visa or a visa that will be available soon. EB-5 Investors Associated with a Regional Center If you are filing a petition based on the new EB-5 Regional Center Program, then you must submit Form I-526E. USCIS Announces Changes to the EB-5 Program On March 15, 2022, President Biden signed the EB-5 Reform and Integrity Act of 2022, which revised INA 203(b)(5). If you filed Form I-526 before March 15, 2022, we will adjudicate your form under the regulations in effect before Nov. 21, 2019. Please see USCIS Policy Manual, Volume 6, Part G, Investors, for an explanation of those regulations. On June 22, 2021, the U.S. District Court for the Northern District of California, in Behring Regional Center LLC v. Wolf, 20-cv-09263-JSC, vacated (voided) the EB-5 Immigrant Investor Program Modernization Final Rule. Because that rule was voided, the following changes are in effect for petitions filed before March 15, 2022: there is no priority date retention (previously provided in the voided rule), state designations of targeted employment areas are permitted, and the investment amounts are $1 million for standard cases and $500,000 for targeted employment areas. However, for petitions filed after March 15, 2022, the EB-5 Reform and Integrity Act of 2022 raises the investment amounts to $1,050,000 for standard cases and $800,000 for targeted employment areas. The same statute redefines those targeted employment areas. The form is used by a standalone investor to petition USCIS for status as an immigrant to the United States under section 203(b)(5) of the Immigration and Nationality Act (INA), as amended.",i-526.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-526.pdf,{'i-526instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-526instr.pdf'}
I-526E,Immigrant Petition by Regional Center Investor,https://www.uscis.gov/i-526e,False,,"ALERT: Beginning Sept. 1, 2022, we will no longer accept a single, combined fee payment when an applicant or petitioner files Form I-526, Immigrant Petition by Standalone Investor, or Form I-526E, Immigrant Petition by Regional Center Investor, together with Form I-485, Application to Register Permanent Residence or Adjust Status, Form 131, Application for Travel Document, or Form I-765, Application for Employment Authorization. Petitioners must send a separate fee payment for each form. If a petitioner or applicant submits a single, combined fee payment for Forms I-526 or I-526E and the other forms, we will reject the forms for improper fee payment and return the fee. ALERT: We will reject all Forms I-526 when it indicates that the petitioner’s investment is associated with a regional center. Petitions for classification under INA 203(b)(5)(E) should be submitted on Form I-526E. An investor pooling their investment with one or more qualified immigrants participating in the Regional Center Program uses this form to petition USCIS for status as an immigrant to the United States under section 203(b)(5)(E) of the Immigration and Nationality Act (INA), as amended. A regional center investor may also use Form I-526E to report any amendments necessary to establish ongoing eligibility if the regional center, new commercial enterprise, or job-creating entity in which the investor has invested is terminated or debarred from participation in the Regional Center Program.",i-526e.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-526e.pdf,{'i-526einstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-526einstr.pdf'}
I-539,Application to Extend/Change Nonimmigrant Status,https://www.uscis.gov/i-539,False,,"The following groups use this form: You must carefully review the Form I-539 filing instructions (PDF, 437.34 KB) before submitting your request to ensure you are filing your request for an extension or change of status using the proper form. Requests for extension of stay in, or change of status to, certain employment-based classifications must be filed using Form I-129, Petition for a Nonimmigrant Worker, rather than Form I-539. You must NOT file Form I-539 to request an extension of stay in, or change of status to, any of the following classifications: IMPORTANT NOTE: Filing your request on the wrong form may result in the rejection or denial of your case. USCIS will not refund your filing fees if your case is denied. File Online",i-539.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-539.pdf,"{'i-539instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-539instr.pdf', 'i-539a.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-539a.pdf'}"
I-566,"Interagency Record of Request -- A, G or NATO Dependent Employment Authorization or Change/Adjustment to/from A, G or NATO Status",https://www.uscis.gov/i-566,False,,"Use Form I-566 as part of the process to request various immigration benefits that may be available to: Complete and submit this form to your diplomatic mission or international organization along with your request for employment authorization, change of status, or adjustment of status.",i-566.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-566.pdf,{'i-566instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-566instr.pdf'}
I-589,Application for Asylum and for Withholding of Removal,https://www.uscis.gov/i-589,False,,"ALERT: Applying for Asylum with USCIS for Ms. L. Settlement Class Members On Dec. 11, 2023, the U.S. District Court for the Southern District of California approved a class action settlement agreement in Ms. L. v. ICE, 18-cv-00428 (S.D. Cal.) (“Settlement Agreement”). This lawsuit relates to families who were apprehended together by the U.S. government at the U.S.-Mexico border between Jan. 20, 2017 and Jan. 20, 2021, but were then separated and kept apart. The Settlement Agreement provides benefits for Ms. L. Settlement Class members applying for asylum. For more information, please visit our Applying for Asylum with USCIS for Ms. L. Settlement Class Members page. ALERT: Important Information About Where to File Form I-589 Effective May 9, 2024, we will reject affirmative asylum applications improperly filed at service centers instead of at the lockbox with jurisdiction over your place of residence. We announced this change in filing location on May 31, 2023, and finalized the associated Form I-589 revision in the Federal Register, 88 FR 60703 (Sept. 5, 2023). We expect this change to help streamline asylum processing and improve adjudication efficiency by digitizing paper filings. Certain categories of affirmative asylum applicants must continue to mail their applications directly to the Asylum Vetting Center. Unaccompanied children (UCs) in immigration court proceedings must mail their applications to the lockbox. Online filing is also available to affirmative asylum applicants who are not in immigration court proceedings and who do not have to submit their application to the Asylum Vetting Center. See the “Where to File” and “Special instructions” sections below for more information and to learn where to file your application. You can also use our Filing Instructions Tool to determine where to file your Form I-589. ALERT: Filing Tips for Affirmative Asylum Applications USCIS is seeing an increase in the submission of paper-filed affirmative asylum applications that we must reject because they are incomplete or improperly filed. To avoid rejections and processing delays when filing Form I-589 with USCIS, it is important to properly submit a complete and signed application to the correct location. ALERT: Expeditious Asylum Adjudication for Certain Afghans On Sept. 30, 2021, the president signed the Extending Government Funding and Delivering Emergency Assistance Act. At the direction of Congress, citizens and nationals of Afghanistan or persons with no nationality who last habitually resided in Afghanistan, and who meet eligibility criteria, are entitled to certain benefits, including rapid adjudication of asylum applications. Please follow the specific instructions on our Information for Afghans page. Use this form to apply for asylum in the United States and for withholding of removal (formerly called “withholding of deportation”). You may file for asylum if you are physically present in the United States and you are not a U.S. citizen. Obtain asylum in the United States by: If you fail to file Form I-589 within 1 year of your arrival in the United States, you may not be eligible to apply for asylum under section 208(a)(2)(B) of the Immigration and Nationality Act (INA). May I file my Form I-589 with USCIS? Filing Instructions Tool The Filing Instructions Tool provides information about where to file Form I-589 based on the information that you provide. The tool does not determine whether you are eligible for asylum. For more information on whether you may file Form I-589 with USCIS, review the “Where to File” section below. If you are eligible to file Form I-589 with USCIS, review the “Where to File” and “Special Instructions” sections below to learn whether you may file your Form I-589 online, or if you must file by mail.",i-589.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-589.pdf,{'i-589instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-589instr.pdf'}
I-600,Petition to Classify Orphan as an Immediate Relative,https://www.uscis.gov/i-600,False,,U.S. citizens use this form to request that USCIS classify an orphan as an immediate relative. The U.S. citizen adoptive parent or legal custodian files the petition to finalize the immigration process of a child who is not habitually resident in a Hague Convention country.,i-600.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-600.pdf,"{'i-600asup1.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-600asup1.pdf', 'i-600asup2.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-600asup2.pdf', 'i-600asup3.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-600asup3.pdf', 'i-600instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-600instr.pdf'}"
I-600A,Application for Advance Processing of an Orphan Petition,https://www.uscis.gov/i-600a,False,,U.S. citizens who plan to adopt an orphan from a non-Hague Convention country use this form to request that USCIS determine their suitability and eligibility as prospective adoptive parents.,i-600a.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-600a.pdf,"{'i-600asup1.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-600asup1.pdf', 'i-600ainstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-600ainstr.pdf', 'i-600asup2.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-600asup2.pdf', 'i-600asup3.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-600asup3.pdf'}"
I-601,Application for Waiver of Grounds of Inadmissibility,https://www.uscis.gov/i-601,False,,"If you are inadmissible to the United States and are seeking an immigrant visa, adjustment of status, certain nonimmigrant statuses, or certain other immigration benefits, you must file this form to seek a waiver of certain grounds of inadmissibility. Please refer to the instructions to determine whether you should use this form. You must submit all 11 pages.",i-601.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-601.pdf,{'i-601instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-601instr.pdf'}
I-601A,Application for Provisional Unlawful Presence Waiver,https://www.uscis.gov/i-601a,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. Certain immigrant visa applicants who are relatives of U.S. citizens or lawful permanent residents may use this application to request a provisional waiver of the unlawful presence grounds of inadmissibility under Immigration and Nationality Act section 212 (a)(9)(B) before departing the United States to appear at a U.S. Embassy or Consulate for an immigrant visa interview. For more information, see our Provisional Unlawful Presence Waiver page.",i-601a.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-601a.pdf,"{'i-601achecklist_simchinese.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-601achecklist_simchinese.pdf', 'i-601ainstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-601ainstr.pdf', 'i-601achecklist_english.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-601achecklist_english.pdf', 'i-601achecklist_viet.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-601achecklist_viet.pdf', 'i-601achecklist_arab.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-601achecklist_arab.pdf', 'i-601achecklist_kor.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-601achecklist_kor.pdf', 'i-601achecklist_spanish.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-601achecklist_spanish.pdf'}"
I-602,Application by Refugee for Waiver of Inadmissibility Grounds,https://www.uscis.gov/i-602,False,,"Use this form if you are a refugee who has been found inadmissible to the United States for reasons such as felony conviction or health conditions and you want to apply for a waiver of inadmissibility for humanitarian reasons, family unity, or national interest.",i-602.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-602.pdf,{'i-602instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-602instr.pdf'}
I-612,"Application for Waiver of the Foreign Residence Requirement (under Section 212(e) of the Immigration and Nationality Act, as Amended)",https://www.uscis.gov/i-612,False,,"ALERT: We are reverting to the intake process we applied before October 2019 to Form I-589, Form I-612, and Form I-918. We are reverting to the intake process we applied before October 2019 to Form I-589, Form I-612, and Form I-918. We will not automatically reject your form if you leave a space blank. However, we may reject your form or your case might take more time if you leave required spaces blank, if you do not respond to questions related to filing requirements, or if you omit any required initial evidence, as indicated in the form instructions or regulations. J-1 and J-2 visas holders and their families may use this form to apply for a waiver of the two-year foreign residence requirement.",i-612.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-612.pdf,{'i-612instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-612instr.pdf'}
I-687,Application for Status as a Temporary Resident Under Section 245A of the Immigration and Nationality Act,https://www.uscis.gov/i-687,False,,"For use during the Immigration and Nationality Act (INA) Section 245A legalization program of the 1986 Immigration Reform and Control Act, which ended in 1988. The form is now used to apply to USCIS for benefits under the terms and conditions of certain settlement agreements.",i-687.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-687.pdf,{'i-687instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-687instr.pdf'}
I-690,Application for Waiver of Grounds of Inadmissibility Under Sections 245A or 210 of the Immigration and Nationality Act,https://www.uscis.gov/i-690,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. Use this form to apply for a waiver of inadmissibility if you are an applicant for adjustment of status under section 245A or 210 of the Immigration and Nationality Act.",i-690.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-690.pdf,"{'i-690sup1.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-690sup1.pdf', 'i-690instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-690instr.pdf'}"
I-693,Report of Immigration Medical Examination and Vaccination Record,https://www.uscis.gov/i-693,False,,"ALERT: Effective April 4, 2024, any Form I-693 that was properly completed and signed by a civil surgeon on or after Nov. 1, 2023, does not expire, and can be used indefinitely as evidence to show that the applicant is not inadmissible on health-related grounds. For more information, see the Policy Alert. ALERT: Urgent Message for USCIS Designated Civil Surgeons: The Centers for Disease Control and Prevention (CDC) recently updated the Tuberculosis Technical Instructions for Civil Surgeons. Civil Surgeons must now register for access to eMedical, an electronic health processing system. Using eMedical will help the CDC maintain public health security and transition to electronic submission of immigration medical examinations. Civil Surgeons should have received emailed instructions to register; it is important that you follow these instructions and register immediately. If you did not receive the emails with instructions from the CDC and eMedical, please email OPSCivilSurgeons@uscis.dhs.gov. If you are applying for adjustment status to become a lawful permanent resident, use this form to establish that you are not inadmissible to the United States on public health grounds. A list of those health grounds can be found in section 212(a)(1) of the Immigration and Nationality Act. For more information on the validity of Form I-693, see the USCIS Policy Manual Volume 8, Part B, Chapter 4.",i-693.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-693.pdf,{'i-693instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-693instr.pdf'}
I-694,Notice of Appeal of Decision Under Sections 210 or 245A of the Immigration and Nationality Act,https://www.uscis.gov/i-694,False,,"Use this form to notify USCIS that an alien who was denied permanent residence, temporary residence or a waiver of grounds of inadmissibility under the amnesty program provisions of the Immigration Reform and Control Act of 1986 (IRCA) is appealing the decision to the USCIS Administrative Appeals Office.",i-694.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-694.pdf,{'i-694instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-694instr.pdf'}
I-698,Application to Adjust Status from Temporary to Permanent Resident (Under Section 245A of the INA),https://www.uscis.gov/i-698,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. Use this form to apply for adjustment from temporary permanent resident status to lawful permanent resident status under section 245A of the INA, 8 U.S.C. 1255a.",i-698.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-698.pdf,{'i-698instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-698instr.pdf'}
I-730,Refugee/Asylee Relative Petition,https://www.uscis.gov/i-730,False,,"ALERT: Effective May 6, 2024, all Form I-730 following to join refugee (FTJ-R) petitions are being processed at the USCIS International Operations Division rather than the Asylum Vetting Center. We shifted this workload to better serve Form I-730 petitioners and beneficiaries by establishing a dedicated team with primary responsibility for initial domestic processing of FTJ-R petitions. This will help us process this critical family reunification program more efficiently. We will automatically transfer any pending Form I-730 FTJ-R petitions filed by refugee petitioners from the Asylum Vetting Center to USCIS International Operations and send the petitioner a transfer notice. If you have a pending Form I-730 FTJ-R petition, please refer to the transfer notice you receive for more information about the transfer of your petition. Please note, USCIS International Operations is not open to the public and does not accept requests or inquiries made in person. Because the Asylum Vetting Center no longer completes initial domestic processing of Form I-730 FTJ-R petitions, the Asylum Vetting Center cannot respond to any Form I-730 FTJ-R inquiries. Please do not go to or make inquiries at the Asylum Vetting Center or any asylum office because office staff are not able to receive or respond to any Form I-730 inquiries. REMINDER: Please submit a passport-style photograph or a recently taken clear photograph of each family member you are petitioning for. If you do not provide the required photo, we may issue a Request for Evidence (RFE), and it could take longer to process your petition. If you are a principal refugee admitted to the United States within the past 2 years or a principal asylee who was granted asylum within the past 2 years, you (the petitioner) may use this form to request that your spouse and unmarried children under 21 years of age (the beneficiaries) join you in the United States. In certain circumstances, unmarried children over 21 years old may be eligible for following-to-join immigration benefits. For more information, see our Child Status Protection Act page. In some cases, we may grant a waiver of the 2-year filing deadline for humanitarian reasons. See the Instructions for Form I-730 (PDF, 91.53 KB) for more information. The processing of Form I-730 petitions depends on various factors, including your status as a principal asylee or refugee and the current location of your beneficiary. Form I-730 processing is divided into three steps: Receipt and Initial Domestic Processing The Service Center Operations Directorate (SCOPS) receives all Form I-730 petitions. SCOPS performs initial domestic processing of Form I-730 following-to-join asylee (FTJ-A) petitions. The Refugee, Asylum and International Operations Directorate (RAIO) performs initial domestic processing of Form I-730 following-to-join refugee (FTJ-R) petitions at USCIS International Operations. Generally, USCIS processes Form I-730 petitions in the order we receive them. If we need additional evidence, we will issue you a request for evidence (RFE) and give you an opportunity to respond. Beneficiary Interview and Additional Processing Once we complete initial domestic processing of your Form I-730 petition, and if we determine that your relative appears eligible as a follow-to-join asylee or refugee, we will send your petition to the appropriate office to interview your spouse or child and continue processing. After receiving your petition, the interviewing office will notify you, your spouse or child, and any representative of record, and provide additional instructions. If the beneficiary is located within the United States, we will forward the petition to the appropriate USCIS domestic field office based on the beneficiary’s residence. We will send you a transfer notice listing the USCIS field office. You can find more information on USCIS domestic field offices on the USCIS Field Offices page. If the beneficiary is located outside of the United States, we will forward the petition through the Department of State’s (DOS) National Visa Center (NVC) to a USCIS international field oﬀice or a U.S. embassy or consulate with jurisdiction over the beneficiary’s residence. If your beneficiary is located outside of the United States in a country where USCIS has an international field office with jurisdiction over the country where your beneficiary lives, your beneficiary will be interviewed by USCIS. You will receive a transfer notice listing the USCIS international field office that will interview your beneficiary and complete processing. Currently, USCIS maintains international field offices in China, Cuba, El Salvador, Guatemala, Honduras, India, Kenya, Mexico, Qatar, and Turkey. Please note that the USCIS Nairobi Field Office also processes Form I-730 following-to-join refugee petitions for beneficiaries located in Burundi and Uganda. You can find information about USCIS international offices on the USCIS International Immigration Offices page. If your beneficiary is located outside of the United States in a country with no USCIS international field office presence or jurisdiction, a DOS embassy or consulate will interview and complete processing of your beneficiary on USCIS’ behalf and will determine your beneficiary’s eligibility to travel to the United States. If your beneficiary will be interviewed at a DOS embassy or consulate, you will receive an approval notice from USCIS after initial domestic processing of your petition is complete. You can find more information about U.S. embassies and consulates on the DOS U.S. Embassy Locator page, which also includes details on whether the U.S. embassy or consulate is open for interviews and additional processing. Department of State Returns If DOS interviews and processes the beneficiary outside the United States and finds a basis for ineligibility, DOS will return the petition to the domestic USCIS processing component for further review of the decision. We will then review the Form I-730 petition and may re-open the petition and request additional information, deny the petition, or reaffirm the petition and return it to DOS for continued processing.",i-590.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-590.pdf,"{'i-730.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-730.pdf', 'i-730instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-730instr.pdf'}"
I-751,Petition to Remove Conditions on Residence,https://www.uscis.gov/i-751,False,,"ALERT: In January 2023, USCIS extended the validity of Permanent Resident Cards (also known as Green Cards) for petitioners who properly file Form I-751, Petition to Remove Conditions on Residence, or Form I-829, Petition by Investor to Remove Conditions on Permanent Resident Status, for 48 months beyond the card’s expiration date. Read more here: USCIS Extends Green Card Validity for Conditional Permanent Residents with a Pending Form I-751 or Form I-829. Use this form if you are a conditional permanent resident who obtained status through marriage and want to apply to remove the conditions on your permanent resident status.",i-751.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-751.pdf,{'i-751instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-751instr.pdf'}
